scenario,iteration,algorithm,assignments,cell_loads,vulnerabilities
High Mobility,63,utility,"[2, 2, 1, 1, 2, 0, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 2, 2]","[0.06666666666666667, 0.3333333333333333, 0.6]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.28']"
High Mobility,64,utility,"[0, 0, 2, 1, 0, 0, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 2, 1, 0, 1, 2, 0]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 3.87 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.14']"
High Mobility,65,utility,"[2, 2, 1, 1, 1, 0, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1]","[0.06666666666666667, 0.43333333333333335, 0.5]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,66,utility,"[2, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 1, 2, 0]","[0.5333333333333333, 0.26666666666666666, 0.2]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 1.74 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.13']"
High Mobility,67,utility,"[2, 2, 0, 0, 1, 2, 2, 1, 0, 2, 0, 1, 1, 1, 2, 0, 1, 0, 2, 1, 2, 2, 1, 1, 1, 1, 0, 1, 1, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,68,utility,"[2, 1, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 1, 1, 1, 0, 2]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,69,utility,"[2, 2, 1, 1, 1, 0, 2, 1, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 2, 1, 2, 2, 0, 1, 1, 0, 1, 2, 2]","[0.16666666666666666, 0.43333333333333335, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.21']"
High Mobility,70,utility,"[1, 2, 0, 0, 1, 0, 2, 1, 0, 2, 2, 2, 2, 1, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 2, 1, 0, 1, 0, 2]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.17']"
High Mobility,71,utility,"[0, 2, 2, 2, 0, 0, 2, 2, 0, 2, 2, 2, 0, 2, 0, 2, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 0, 0, 2, 2]","[0.4, 0.03333333333333333, 0.5666666666666667]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,72,utility,"[2, 0, 1, 0, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 2, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 1, 2]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,73,utility,"[1, 1, 0, 1, 0, 0, 2, 1, 0, 2, 1, 2, 2, 1, 1, 2, 0, 2, 0, 0, 2, 2, 2, 2, 2, 1, 0, 1, 0, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.23']"
High Mobility,74,utility,"[1, 1, 1, 1, 1, 0, 2, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 2, 1, 2, 2, 0, 2, 2, 1, 2, 1, 1, 2, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.21']"
High Mobility,75,utility,"[2, 1, 1, 1, 1, 0, 2, 1, 2, 1, 2, 1, 1, 1, 2, 0, 1, 2, 0, 2, 1, 2, 2, 0, 2, 1, 0, 1, 2, 2]","[0.16666666666666666, 0.43333333333333335, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,76,utility,"[2, 1, 0, 0, 2, 0, 0, 1, 2, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0, 2, 1, 0, 2, 2, 2, 1, 1, 1, 1, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.26']"
High Mobility,77,utility,"[2, 1, 1, 0, 1, 0, 2, 1, 2, 1, 2, 2, 0, 0, 1, 1, 0, 2, 1, 0, 2, 2, 2, 0, 0, 1, 1, 1, 1, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 3.96 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.30']"
High Mobility,78,utility,"[2, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 2, 0, 0, 2, 0, 0, 2, 2, 1, 1, 2, 0, 0, 1, 1, 0, 1, 0, 2]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.21']"
High Mobility,79,utility,"[2, 2, 1, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 2, 2, 2, 0, 2, 0, 0, 1, 2, 2, 2, 0, 1, 2, 1, 1, 2]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.26']"
High Mobility,80,utility,"[0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 2, 2, 0, 2, 2, 1, 0, 0, 0, 2, 1, 0, 2, 0, 2, 1, 2, 1, 2, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.39 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.13']"
High Mobility,81,utility,"[2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2, 1, 0, 2, 2, 1, 2, 0, 2, 2, 1]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,82,utility,"[2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 2, 0, 2, 1, 2, 0, 0, 0, 2, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.25']"
High Mobility,83,utility,"[2, 1, 1, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 1, 1, 1, 2, 1, 1, 2, 0, 0, 2, 2]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.13']"
High Mobility,84,utility,"[2, 1, 2, 0, 2, 2, 0, 2, 0, 1, 2, 2, 0, 2, 1, 1, 1, 0, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.13']"
High Mobility,85,utility,"[2, 1, 1, 0, 2, 0, 0, 1, 2, 0, 2, 2, 0, 2, 2, 2, 0, 0, 2, 0, 1, 2, 2, 2, 1, 0, 0, 0, 2, 1]","[0.36666666666666664, 0.2, 0.43333333333333335]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.20']"
High Mobility,86,utility,"[2, 1, 1, 0, 2, 1, 0, 0, 0, 2, 2, 1, 0, 2, 2, 0, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 0, 1, 2, 2]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.89 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.10']"
High Mobility,87,utility,"[1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 2, 1, 0, 2, 0, 1, 1, 0, 1, 1, 1]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,88,utility,"[2, 1, 1, 0, 1, 1, 0, 1, 2, 0, 0, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 0, 2, 2, 1, 0, 0, 1, 2, 2]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,89,utility,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 2, 2, 2, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 1, 2, 2, 1, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.16']"
High Mobility,90,utility,"[2, 1, 1, 0, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 2, 0, 0, 1, 0, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,91,utility,"[2, 1, 1, 0, 1, 1, 2, 0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 0, 1, 1, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.18']"
High Mobility,92,utility,"[0, 2, 1, 0, 2, 1, 1, 1, 0, 0, 1, 0, 2, 2, 2, 0, 2, 1, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 2, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.23']"
High Mobility,93,utility,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 1, 2, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 2]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,94,utility,"[0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 2, 2, 0, 2, 0, 0, 2, 0, 0, 2, 1, 1, 2, 2, 2, 1, 0, 1, 2, 2]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,95,utility,"[0, 1, 1, 0, 1, 2, 0, 0, 0, 2, 1, 2, 0, 2, 2, 0, 2, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 2, 2, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.16']"
High Mobility,96,utility,"[0, 1, 2, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 1, 1, 0, 1, 2, 2]","[0.36666666666666664, 0.4666666666666667, 0.16666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,97,utility,"[0, 2, 2, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 2, 2, 1, 2, 0, 2, 2, 2, 2, 2, 2, 1, 1, 0, 1, 2, 2]","[0.3333333333333333, 0.16666666666666666, 0.5]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,98,utility,"[0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 2, 0]","[0.5333333333333333, 0.36666666666666664, 0.1]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,99,utility,"[0, 1, 2, 0, 0, 1, 2, 1, 1, 1, 0, 1, 2, 2, 2, 1, 2, 0, 0, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.25']"
