scenario,iteration,fuzzer_type,algorithm,assignments,cell_loads,vulnerabilities
Low Load,1,Random,baseline,"[2, 1, 1, 2, 2, 2, 1, 0, 2, 2, 1, 2, 1, 2, 0, 2, 0, 1, 0, 1, 2, 0, 1, 1, 2, 2, 1, 0, 0, 2]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",['Unfairness: Jain Index = 0.17']
Low Load,2,Random,baseline,"[0, 2, 1, 2, 0, 1, 0, 1, 2, 2, 1, 2, 2, 0, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 2, 2, 0, 2, 0, 2]","[0.4, 0.2, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,3,Random,baseline,"[2, 2, 1, 2, 0, 1, 2, 2, 1, 0, 0, 2, 2, 2, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 2, 1, 2, 0, 0, 1]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,4,Random,baseline,"[2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 2, 2, 2, 0, 2, 2, 2, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,5,Random,baseline,"[2, 0, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 0, 2, 0, 2, 0, 1, 2, 2, 0, 0, 2, 0, 0, 0, 0, 1]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,6,Random,baseline,"[2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 2, 2, 2, 0, 0, 1]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,7,Random,baseline,"[2, 0, 1, 2, 0, 2, 2, 0, 2, 1, 0, 2, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1]","[0.4666666666666667, 0.23333333333333334, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,8,Random,baseline,"[1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 0, 2, 1, 1, 0, 1, 2, 0, 2, 1, 2, 1, 2, 1, 0, 1]","[0.13333333333333333, 0.5, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,9,Random,baseline,"[1, 0, 1, 2, 1, 2, 0, 1, 2, 2, 1, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 2, 2, 0, 1]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,10,Random,baseline,"[1, 0, 1, 1, 1, 2, 0, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1]","[0.3, 0.5, 0.2]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,11,Random,baseline,"[2, 0, 1, 2, 0, 2, 0, 1, 1, 2, 1, 2, 0, 1, 0, 2, 1, 1, 2, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,12,Random,baseline,"[2, 1, 1, 2, 2, 2, 1, 1, 2, 0, 1, 2, 0, 1, 0, 2, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 1, 0, 1]","[0.3, 0.43333333333333335, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,13,Random,baseline,"[0, 0, 1, 2, 2, 2, 2, 0, 2, 1, 1, 2, 0, 2, 0, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 0, 0, 1]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,14,Random,baseline,"[2, 2, 0, 2, 2, 2, 1, 0, 0, 1, 1, 2, 0, 2, 0, 2, 2, 0, 2, 0, 0, 2, 2, 1, 2, 1, 0, 1, 0, 1]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,15,Random,baseline,"[2, 2, 0, 2, 2, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 2, 1, 2, 0, 2, 2, 0, 2, 1, 2, 1, 0, 2, 0, 1]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",['Unfairness: Jain Index = 0.03']
Low Load,16,Random,baseline,"[0, 2, 2, 2, 2, 2, 2, 1, 2, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 0, 1, 2, 2, 1, 2, 1, 1, 0, 0, 1]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,17,Random,baseline,"[2, 1, 1, 2, 0, 2, 0, 0, 1, 2, 1, 0, 1, 0, 0, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, 1, 0, 0]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,18,Random,baseline,"[2, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 1, 2, 0, 0, 2, 2, 2, 0, 1, 0, 0, 1, 0, 2]","[0.4666666666666667, 0.2, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 3.94 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,19,Random,baseline,"[2, 0, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 1, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 1]","[0.2, 0.4, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,20,Random,baseline,"[1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 0, 2, 1, 2, 0, 2, 0, 2, 1, 2, 2, 2, 2, 0, 0]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.08']"
Low Load,21,Random,baseline,"[1, 0, 1, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 1, 0, 2, 2, 1, 2, 2, 0, 1, 0, 1]","[0.2, 0.5, 0.3]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,22,Random,baseline,"[1, 0, 1, 2, 1, 2, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 1, 2, 1, 0, 0, 1]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,23,Random,baseline,"[2, 0, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 2, 1, 2, 0, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 1]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,24,Random,baseline,"[1, 2, 1, 0, 1, 2, 1, 2, 0, 2, 1, 1, 2, 2, 1, 2, 0, 2, 0, 1, 0, 0, 2, 0, 2, 2, 0, 0, 1, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,25,Random,baseline,"[0, 0, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 0, 1, 0, 2, 2, 0, 0, 0, 2, 0, 2, 1, 1, 1, 0, 1, 2, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,26,Random,baseline,"[1, 1, 1, 2, 1, 0, 2, 1, 1, 0, 1, 1, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 0, 0, 2, 0]","[0.2, 0.4666666666666667, 0.3333333333333333]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,27,Random,baseline,"[1, 0, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 0, 2, 2, 1, 2, 1, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1]","[0.16666666666666666, 0.5, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,28,Random,baseline,"[1, 2, 2, 2, 1, 0, 2, 1, 2, 2, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 0, 1]","[0.13333333333333333, 0.4666666666666667, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,29,Random,baseline,"[2, 0, 2, 2, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 0, 2, 1, 0, 2, 2, 1, 2, 2, 1, 2, 1, 0, 0, 0, 1]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,30,Random,baseline,"[2, 2, 0, 2, 1, 2, 2, 0, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 2, 2, 2, 1, 2, 2, 1, 0, 0, 2]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,31,Random,baseline,"[2, 0, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0, 2, 1, 1, 0, 0, 1, 2, 2, 1, 2, 1, 0, 1, 2, 1]","[0.16666666666666666, 0.5, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,32,Random,baseline,"[2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 2, 1, 2, 2, 0, 2, 2, 1]","[0.2, 0.3, 0.5]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 4.89 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,33,Random,baseline,"[1, 0, 1, 0, 1, 2, 0, 2, 0, 2, 0, 1, 1, 1, 1, 0, 2, 1, 0, 1, 2, 2, 2, 1, 0, 2, 0, 1, 2, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,34,Random,baseline,"[1, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 1, 2, 1, 0, 2, 2, 1, 0, 1, 2, 2, 2, 1, 2, 0, 0, 0, 2, 1]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,35,Random,baseline,"[1, 0, 1, 2, 2, 1, 1, 1, 0, 2, 0, 1, 0, 2, 0, 0, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 0, 1]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,36,Random,baseline,"[2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 1, 2, 0, 2, 2, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 0, 0, 1]","[0.3, 0.4, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,37,Random,baseline,"[2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 1, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1]","[0.16666666666666666, 0.43333333333333335, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,38,Random,baseline,"[1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 0, 2, 2, 1, 2, 1, 2, 2, 2, 1, 0, 1]","[0.1, 0.5333333333333333, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,39,Random,baseline,"[2, 0, 1, 1, 1, 2, 0, 0, 2, 0, 2, 1, 0, 1, 1, 2, 1, 1, 0, 0, 2, 0, 2, 0, 2, 2, 2, 1, 2, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.09']"
Low Load,40,Random,baseline,"[2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 2, 0, 0, 1, 2, 2, 0, 1, 0, 0, 2, 2, 2, 0, 1, 1, 2, 0, 2, 0]","[0.36666666666666664, 0.2, 0.43333333333333335]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,41,Random,baseline,"[1, 1, 1, 2, 1, 0, 2, 0, 2, 0, 2, 1, 0, 2, 0, 2, 0, 1, 2, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,42,Random,baseline,"[1, 0, 0, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 0, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0]","[0.26666666666666666, 0.23333333333333334, 0.5]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,43,Random,baseline,"[2, 1, 0, 1, 1, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 0, 1, 0, 2, 0, 1, 0, 2, 2, 2, 2, 2, 0, 1, 0]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,44,Random,baseline,"[0, 1, 0, 1, 1, 1, 0, 1, 2, 0, 1, 1, 1, 1, 2, 2, 1, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 0, 1, 1]","[0.23333333333333334, 0.5666666666666667, 0.2]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,45,Random,baseline,"[1, 2, 0, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 0, 0, 2, 2, 0, 2, 2, 1, 1]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,46,Random,baseline,"[2, 2, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 2, 2, 1, 0, 1, 2, 0, 1, 2, 0, 2]","[0.23333333333333334, 0.5, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,47,Random,baseline,"[2, 1, 0, 0, 1, 2, 2, 0, 1, 1, 2, 2, 1, 2, 0, 2, 2, 1, 2, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,48,Random,baseline,"[1, 0, 0, 2, 1, 0, 2, 0, 1, 0, 1, 2, 2, 0, 0, 2, 2, 1, 1, 1, 2, 2, 0, 2, 2, 0, 0, 0, 2, 0]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,49,Random,baseline,"[2, 0, 1, 1, 1, 0, 2, 0, 1, 2, 1, 2, 2, 1, 0, 2, 0, 1, 1, 1, 2, 2, 0, 2, 2, 1, 0, 1, 2, 0]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,50,Random,baseline,"[2, 0, 1, 1, 1, 0, 2, 0, 1, 0, 2, 2, 1, 1, 0, 0, 2, 1, 0, 1, 2, 2, 0, 1, 2, 2, 1, 1, 2, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,51,Random,baseline,"[2, 1, 1, 1, 1, 0, 1, 1, 0, 1, 2, 1, 1, 1, 0, 2, 2, 1, 0, 1, 2, 1, 0, 1, 2, 0, 1, 0, 2, 1]","[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,52,Random,baseline,"[0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 1, 1, 2, 1, 1, 0, 0, 2, 2, 0, 1, 0, 2, 0, 0, 2, 2]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,53,Random,baseline,"[2, 0, 1, 1, 1, 2, 0, 1, 2, 1, 2, 2, 0, 1, 1, 2, 2, 1, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,54,Random,baseline,"[2, 0, 1, 1, 1, 0, 2, 2, 2, 0, 2, 1, 0, 0, 1, 2, 2, 1, 0, 0, 2, 2, 0, 0, 2, 2, 0, 1, 2, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,55,Random,baseline,"[2, 0, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 0, 2, 1, 2, 1, 1, 2, 0, 0, 2, 2, 0, 2, 1, 2, 1]","[0.16666666666666666, 0.3333333333333333, 0.5]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 0.44 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
Low Load,56,Random,baseline,"[2, 0, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 0, 0, 0, 2, 2, 0, 0, 1, 2, 2, 0, 1, 1, 2, 2, 1, 1, 1]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,57,Random,baseline,"[0, 0, 0, 2, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 0, 2, 2, 1, 0, 2, 2, 0, 0, 2, 2, 1, 2, 0, 2, 1]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,58,Random,baseline,"[2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 2, 1, 2, 1, 0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 2, 2, 0, 0, 2, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,59,Random,baseline,"[2, 0, 0, 1, 1, 2, 2, 2, 2, 0, 2, 1, 1, 2, 2, 1, 1, 1, 0, 1, 2, 0, 0, 2, 2, 1, 0, 0, 2, 0]","[0.3, 0.3, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,60,Random,baseline,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 0, 2, 2, 2, 2, 0, 2, 1, 1, 0, 1, 2, 2, 0, 2, 2, 2, 1, 0, 0, 0]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,61,Random,baseline,"[2, 0, 1, 1, 0, 1, 2, 2, 2, 0, 2, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 0, 1, 2, 2, 2, 0, 0, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,62,Random,baseline,"[1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 1, 2, 1, 1, 0, 2, 1, 1, 0, 1, 2, 2, 0, 1, 2, 2, 2, 0, 0, 1]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,63,Random,baseline,"[1, 0, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 2, 2, 2, 0, 1, 2, 2, 1, 2, 0, 1]","[0.16666666666666666, 0.4666666666666667, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,64,Random,baseline,"[2, 0, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 1, 0, 0, 1, 2, 1, 0, 2, 2, 0, 0, 2, 2, 2, 1, 0, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 3.58 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
Low Load,65,Random,baseline,"[2, 0, 1, 2, 1, 2, 0, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 2, 2, 0, 0, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.11']"
Low Load,66,Random,baseline,"[1, 0, 1, 2, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 2, 0, 1]","[0.26666666666666666, 0.5333333333333333, 0.2]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,67,Random,baseline,"[2, 1, 0, 0, 1, 2, 0, 1, 2, 1, 1, 1, 1, 2, 0, 2, 1, 1, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 0, 2]","[0.23333333333333334, 0.4666666666666667, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,68,Random,baseline,"[2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 0, 2, 2, 0, 2, 1, 1, 2, 0, 2, 2, 0, 1, 0, 2, 0, 1, 0, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 2.75 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,69,Random,baseline,"[2, 0, 2, 2, 0, 2, 2, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 2, 0, 0, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,70,Random,baseline,"[0, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 1, 2, 0, 0, 2]","[0.13333333333333333, 0.43333333333333335, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,71,Random,baseline,"[2, 1, 1, 2, 1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 2, 0, 0, 1]","[0.13333333333333333, 0.4666666666666667, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,72,Random,baseline,"[0, 1, 1, 2, 2, 0, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 0, 1, 1, 2, 2, 2, 0, 1, 0, 2, 1, 0, 0, 1]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,73,Random,baseline,"[2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 1, 0, 0, 1, 2, 0, 1, 1, 1, 0, 2, 0, 1, 0, 1, 2, 0, 1, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,74,Random,baseline,"[2, 1, 0, 2, 1, 1, 0, 0, 2, 0, 1, 1, 0, 2, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = -1.02 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,75,Random,baseline,"[2, 1, 2, 2, 1, 2, 2, 0, 2, 0, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2]","[0.2, 0.3, 0.5]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,76,Random,baseline,"[2, 0, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 0, 0, 2, 2, 0, 1, 2, 2, 2, 0, 1, 1]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.15 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,77,Random,baseline,"[2, 0, 0, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 0, 1, 2, 2, 0, 1, 1, 1, 2, 0, 1, 1]","[0.16666666666666666, 0.43333333333333335, 0.4]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = -2.22 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,78,Random,baseline,"[2, 0, 2, 2, 1, 0, 2, 2, 1, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 2, 0, 1, 2, 2, 2, 0, 0, 0]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,79,Random,baseline,"[2, 2, 0, 2, 1, 0, 1, 2, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,80,Random,baseline,"[2, 1, 1, 1, 0, 0, 1, 1, 1, 0, 2, 1, 1, 0, 1, 2, 1, 0, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1, 1, 1]","[0.26666666666666666, 0.5, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
