scenario,iteration,fuzzer_type,algorithm,assignments,cell_loads,vulnerabilities
High Load,82,Random,baseline,"[1, 0, 0, 2, 0, 2, 0, 2, 2, 0, 0, 1, 0, 2, 0, 0, 2, 1, 1, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 2]","[0.4666666666666667, 0.13333333333333333, 0.4]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = -1.94 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.11']"
High Load,83,Random,baseline,"[2, 0, 1, 2, 1, 2, 1, 2, 2, 0, 0, 2, 0, 2, 0, 1, 2, 1, 0, 2, 2, 2, 0, 0, 2, 2, 2, 0, 0, 0]","[0.36666666666666664, 0.16666666666666666, 0.4666666666666667]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,84,Random,baseline,"[2, 0, 1, 2, 1, 0, 1, 1, 2, 0, 0, 1, 2, 2, 0, 2, 1, 2, 2, 0, 2, 2, 0, 1, 2, 1, 0, 0, 0, 2]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 3.78 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,85,Random,baseline,"[1, 1, 0, 2, 1, 0, 2, 1, 2, 0, 0, 1, 1, 0, 0, 1, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 2, 0, 0, 2]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,86,Random,baseline,"[1, 0, 1, 0, 1, 1, 2, 0, 2, 0, 1, 1, 0, 1, 0, 2, 2, 2, 0, 2, 1, 2, 2, 1, 2, 0, 0, 1, 2, 2]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.09']"
High Load,87,Random,baseline,"[1, 0, 1, 2, 1, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 2, 0]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 2.98 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Load,88,Random,baseline,"[2, 1, 2, 2, 1, 2, 2, 0, 2, 0, 1, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 0, 2, 2, 0, 0, 1]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,89,Random,baseline,"[2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 1, 1, 1, 0, 2, 2, 2, 1, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -0.08 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,90,Random,baseline,"[0, 0, 2, 0, 2, 2, 2, 1, 1, 0, 1, 1, 1, 1, 0, 2, 1, 0, 1, 1, 2, 0, 0, 1, 0, 2, 0, 0, 0, 2]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,91,Random,baseline,"[2, 0, 1, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 2, 2, 0, 1, 0, 0, 2, 0, 1, 0, 0]","[0.36666666666666664, 0.4, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,92,Random,baseline,"[2, 1, 1, 0, 1, 2, 2, 1, 1, 0, 1, 1, 1, 2, 0, 0, 2, 0, 1, 2, 2, 0, 0, 1, 2, 2, 0, 0, 0, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,93,Random,baseline,"[2, 1, 1, 2, 1, 1, 2, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 2, 2, 2, 2, 0, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = -6.48 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,94,Random,baseline,"[2, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0, 2, 2, 2, 0, 0, 2]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,95,Random,baseline,"[2, 0, 1, 1, 0, 2, 2, 1, 1, 0, 1, 1, 0, 0, 0, 2, 2, 1, 1, 1, 0, 0, 2, 0, 0, 2, 2, 1, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,96,Random,baseline,"[2, 0, 0, 2, 2, 2, 2, 2, 1, 0, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,97,Random,baseline,"[2, 0, 0, 2, 1, 2, 2, 1, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1, 0, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,98,Random,baseline,"[2, 1, 2, 2, 1, 2, 2, 0, 1, 0, 1, 1, 1, 2, 0, 1, 2, 1, 0, 1, 2, 2, 2, 0, 0, 1, 0, 0, 0, 2]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,99,Random,baseline,"[2, 0, 0, 2, 1, 1, 2, 2, 0, 0, 1, 1, 1, 1, 1, 2, 2, 1, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,0,Random,utility,"[1, 2, 2, 0, 0, 0, 2, 2, 0, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 2, 2, 2, 0, 2]","[0.3, 0.3333333333333333, 0.36666666666666664]",['Unfairness: Jain Index = 0.03']
High Load,1,Random,utility,"[1, 0, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 1, 2, 2, 1, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 2, 0, 2]","[0.36666666666666664, 0.23333333333333334, 0.4]",['Unfairness: Jain Index = 0.03']
High Load,2,Random,utility,"[1, 2, 2, 2, 1, 2, 2, 0, 0, 2, 2, 0, 0, 0, 0, 2, 1, 1, 1, 2, 0, 1, 2, 0, 2, 2, 1, 2, 0, 2]","[0.3, 0.23333333333333334, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,3,Random,utility,"[1, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 0, 0, 2, 1, 2, 0, 1, 2, 0, 0, 1, 2, 0, 2, 2, 0, 2, 1, 2]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,4,Random,utility,"[1, 2, 2, 0, 0, 1, 2, 0, 2, 0, 2, 0, 1, 0, 1, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 2, 2, 2, 1, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,5,Random,utility,"[1, 2, 0, 2, 1, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 2, 1, 1, 2, 0, 1, 1, 0, 0, 2, 2, 2, 2, 0, 1]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,6,Random,utility,"[1, 2, 0, 2, 1, 0, 2, 2, 0, 1, 2, 0, 0, 2, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 1, 1, 2, 2, 0, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,7,Random,utility,"[0, 2, 0, 2, 2, 0, 2, 2, 2, 0, 0, 0, 0, 2, 0, 1, 1, 1, 2, 1, 0, 1, 2, 2, 2, 1, 0, 2, 0, 1]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,8,Random,utility,"[1, 2, 0, 2, 0, 0, 2, 2, 0, 1, 0, 1, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 2, 2, 1, 2, 1, 2]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,9,Random,utility,"[2, 2, 0, 2, 2, 0, 2, 2, 2, 0, 0, 0, 1, 2, 1, 2, 1, 1, 1, 0, 0, 1, 0, 0, 2, 0, 0, 2, 1, 1]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,10,Random,utility,"[0, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 1, 1, 2, 0, 2, 2, 1, 2, 0, 1]","[0.3, 0.23333333333333334, 0.4666666666666667]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,11,Random,utility,"[1, 2, 0, 2, 2, 1, 2, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 0, 1, 2, 0, 1, 2, 2, 2, 2, 1, 2, 2, 1]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.14']"
High Load,12,Random,utility,"[1, 2, 0, 2, 2, 0, 2, 0, 1, 1, 0, 1, 2, 0, 2, 1, 0, 2, 2, 0, 1, 1, 2, 0, 2, 2, 1, 2, 2, 1]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,13,Random,utility,"[1, 2, 1, 2, 1, 1, 2, 2, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2, 1, 1]","[0.23333333333333334, 0.5, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,14,Random,utility,"[1, 2, 0, 2, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 0, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 2, 0, 2, 0, 1]","[0.4, 0.3, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,15,Random,utility,"[2, 2, 1, 2, 2, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 1, 0, 0, 0, 0, 2, 0, 2, 2, 1, 2, 0, 1]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,16,Random,utility,"[1, 0, 0, 0, 2, 0, 2, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,17,Random,utility,"[1, 2, 1, 2, 2, 0, 2, 0, 0, 0, 2, 0, 2, 0, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 2, 2, 2, 2, 0, 1]","[0.36666666666666664, 0.2, 0.43333333333333335]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,18,Random,utility,"[0, 2, 2, 2, 1, 2, 1, 2, 2, 0, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 1, 2, 0, 2, 2, 2, 2, 0, 1]","[0.3, 0.2, 0.5]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,19,Random,utility,"[1, 2, 0, 1, 2, 0, 0, 2, 2, 0, 0, 0, 0, 1, 2, 0, 2, 1, 1, 0, 1, 1, 1, 0, 2, 2, 2, 2, 0, 1]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,20,Random,utility,"[1, 2, 0, 0, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 1, 2, 0, 2, 1, 0, 2, 0, 1]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,21,Random,utility,"[1, 2, 0, 1, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 0, 2, 1, 0]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,22,Random,utility,"[1, 2, 0, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 1, 2, 0, 0, 2, 1, 0, 0, 1, 2, 0, 2, 2, 0, 2, 0, 1]","[0.3, 0.2, 0.5]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,23,Random,utility,"[2, 2, 0, 0, 2, 0, 2, 0, 0, 1, 2, 1, 0, 1, 0, 1, 1, 1, 2, 0, 0, 1, 2, 0, 2, 0, 1, 2, 1, 1]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,24,Random,utility,"[1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 0, 2, 2, 1, 1, 0, 2, 0, 0, 1, 2, 2, 2, 2, 0, 2, 0, 2]","[0.3333333333333333, 0.16666666666666666, 0.5]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,25,Random,utility,"[1, 1, 0, 1, 1, 0, 1, 2, 0, 1, 1, 0, 1, 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 2, 2, 1]","[0.3, 0.5, 0.2]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,26,Random,utility,"[1, 2, 0, 1, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 1, 1, 0, 2, 2, 0, 0, 1, 0, 0, 1, 2, 1, 2, 0, 0]","[0.4666666666666667, 0.3, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,27,Random,utility,"[0, 2, 2, 1, 1, 0, 1, 2, 0, 0, 0, 2, 1, 0, 1, 2, 2, 1, 2, 0, 0, 1, 0, 2, 0, 2, 0, 2, 0, 1]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,28,Random,utility,"[1, 2, 1, 0, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 2, 0, 0, 1, 0, 2, 2, 0, 1, 1, 1]","[0.23333333333333334, 0.5, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.49 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.07']"
High Load,29,Random,utility,"[1, 2, 0, 1, 1, 0, 2, 1, 2, 1, 2, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 2, 2, 1, 1, 2, 1]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,30,Random,utility,"[1, 1, 2, 2, 2, 2, 2, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 1, 2, 1, 1]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,31,Random,utility,"[2, 0, 0, 2, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 2, 2, 1, 1, 1, 1]","[0.3, 0.4, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,32,Random,utility,"[1, 2, 0, 0, 2, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 2, 1, 0, 1, 0, 1, 1, 2, 0, 2, 2, 1, 0, 1, 1]","[0.36666666666666664, 0.43333333333333335, 0.2]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 2.74 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,33,Random,utility,"[0, 2, 0, 0, 2, 2, 0, 0, 0, 1, 2, 1, 0, 1, 0, 2, 1, 1, 1, 0, 1, 1, 2, 0, 0, 2, 1, 1, 0, 1]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,34,Random,utility,"[1, 2, 0, 0, 2, 0, 2, 1, 0, 1, 0, 2, 0, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 1]","[0.4666666666666667, 0.3, 0.23333333333333334]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 2.52 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,35,Random,utility,"[1, 2, 0, 2, 2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 0, 0, 1, 1, 0, 2, 2, 1, 1, 1, 1]","[0.26666666666666666, 0.5, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.10']"
High Load,36,Random,utility,"[2, 2, 0, 2, 2, 0, 1, 1, 2, 1, 2, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 0, 2, 2, 0, 1, 1, 2, 0, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,37,Random,utility,"[0, 2, 0, 0, 2, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -0.56 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,38,Random,utility,"[0, 0, 0, 1, 2, 0, 2, 2, 2, 1, 2, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 1, 2, 2, 2, 2, 1, 0, 0, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,39,Random,utility,"[1, 2, 0, 2, 2, 2, 2, 2, 0, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,40,Random,utility,"[2, 1, 0, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 0, 0, 0, 2, 2, 2, 2, 1, 0, 0, 1]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 1.98 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,41,Random,utility,"[2, 2, 0, 1, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2, 0, 0, 0, 2, 0, 0, 2, 2, 1, 0, 1]","[0.4666666666666667, 0.23333333333333334, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,42,Random,utility,"[1, 1, 2, 1, 2, 2, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 0, 0, 2, 1, 1, 1, 1]","[0.13333333333333333, 0.6, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = -2.91 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Load,43,Random,utility,"[2, 1, 2, 2, 2, 2, 2, 1, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,44,Random,utility,"[0, 0, 2, 2, 2, 2, 2, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 1, 1, 2, 0, 2, 2, 1, 2, 0, 1]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -1.29 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,45,Random,utility,"[0, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 2, 0, 0, 1, 1, 1, 2, 2, 0, 2, 1, 0, 0, 2, 1, 2, 1, 2, 1]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -0.84 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,46,Random,utility,"[0, 2, 1, 2, 0, 0, 0, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 2, 0, 0, 1]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,47,Random,utility,"[1, 0, 1, 2, 2, 0, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 2, 1, 2, 1]","[0.16666666666666666, 0.43333333333333335, 0.4]","['Ping-Pong: 11 UEs', 'QoS Violation: Avg High Prio SINR = -9.97 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.07']"
High Load,48,Random,utility,"[0, 2, 0, 2, 0, 0, 2, 2, 2, 2, 0, 1, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 2, 0, 0, 1, 2, 1, 0, 1]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,49,Random,utility,"[2, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2, 1, 1, 1, 0, 1, 1, 2, 2, 0, 1, 1, 2, 0, 2, 2, 1, 1, 0, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,50,Random,utility,"[0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 1, 0, 1]","[0.5333333333333333, 0.4, 0.06666666666666667]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,51,Random,utility,"[1, 2, 0, 2, 2, 0, 0, 0, 0, 2, 2, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 2, 1, 0, 2, 1, 2, 1, 2, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 0.14 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
High Load,52,Random,utility,"[2, 2, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 2, 0, 2, 1, 2, 0, 2, 1, 2, 2, 2, 2]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,53,Random,utility,"[1, 2, 1, 0, 1, 2, 0, 0, 2, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 1, 0, 2, 0, 2, 1, 2, 2, 0, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,54,Random,utility,"[0, 1, 2, 1, 2, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 2, 0, 1, 1, 2, 0, 0, 1, 2, 1, 2, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = -1.50 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,55,Random,utility,"[0, 2, 0, 1, 2, 0, 2, 0, 0, 2, 1, 2, 1, 0, 0, 1, 0, 1, 2, 0, 1, 1, 2, 1, 0, 1, 2, 1, 2, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -5.80 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,56,Random,utility,"[2, 2, 0, 2, 2, 2, 2, 2, 1, 0, 2, 1, 0, 1, 2, 0, 2, 1, 2, 0, 1, 1, 2, 2, 0, 1, 1, 2, 2, 1]","[0.2, 0.3, 0.5]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = -7.07 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
High Load,57,Random,utility,"[1, 0, 1, 1, 2, 1, 2, 0, 0, 1, 2, 1, 2, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 0, 1]","[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -2.73 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,58,Random,utility,"[0, 1, 1, 2, 2, 0, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 2, 0, 2, 2, 2, 0, 1, 1]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,59,Random,utility,"[0, 2, 2, 2, 2, 0, 1, 1, 0, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1]","[0.13333333333333333, 0.4, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = -5.37 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
